Taxonomy,Timepoint,Type,Name,GPM
Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria,6,Metagenome,boxAB,1.438968853
Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria,7,Metagenome,boxAB,0.709144
Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria,9,Metagenome,boxAB,1.633625067
Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria,9.5,Metagenome,boxAB,3.799799383
Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria,10,Metagenome,boxAB,1.131252538
Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria,11,Metagenome,boxAB,1.349541981
Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria,12,Metagenome,boxAB,1.926218359
Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria,12.5,Metagenome,boxAB,1.924128916
Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria,13,Metagenome,boxAB,1.309370475
Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria,13.5,Metagenome,boxAB,3.148992473
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,1,Metatranscriptome,catA,0
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,2,Metatranscriptome,catA,0
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,3,Metatranscriptome,catA,0.6160378
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,5,Metatranscriptome,catA,0.993586137
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,5.5,Metatranscriptome,catA,0
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,6,Metatranscriptome,catA,1.001077412
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,7,Metatranscriptome,catA,0.348060133
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,8,Metatranscriptome,catA,0
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,9,Metatranscriptome,catA,0.595711913
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,10,Metatranscriptome,catA,0.541200899
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,11,Metatranscriptome,catA,0.655558474
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,12,Metatranscriptome,catA,0.717580888
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,12.5,Metatranscriptome,catA,0.647585911
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,13,Metatranscriptome,catA,0
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,13.5,Metatranscriptome,catA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1,Metatranscriptome,catA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,2,Metatranscriptome,catA,0.792357275
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,3,Metatranscriptome,catA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5,Metatranscriptome,catA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5.5,Metatranscriptome,catA,0.409569369
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,6,Metatranscriptome,catA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,7,Metatranscriptome,catA,0.219623401
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,8,Metatranscriptome,catA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9,Metatranscriptome,catA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,10,Metatranscriptome,catA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,11,Metatranscriptome,catA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12,Metatranscriptome,catA,0.323453184
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12.5,Metatranscriptome,catA,0.338636764
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13,Metatranscriptome,catA,0.210087201
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13.5,Metatranscriptome,catA,2.802259347
Bacteria;Under 2% of Population,1,Metagenome,catA,0
Bacteria;Under 2% of Population,2,Metagenome,catA,0
Bacteria;Under 2% of Population,3,Metagenome,catA,0
Bacteria;Under 2% of Population,4,Metagenome,catA,0.133906006
Bacteria;Under 2% of Population,5,Metagenome,catA,0
Bacteria;Under 2% of Population,5.5,Metagenome,catA,0
Bacteria;Under 2% of Population,6,Metagenome,catA,0
Bacteria;Under 2% of Population,7,Metagenome,catA,0
Bacteria;Under 2% of Population,9,Metagenome,catA,0
Bacteria;Under 2% of Population,9.5,Metagenome,catA,0
Bacteria;Under 2% of Population,10,Metagenome,catA,0
Bacteria;Under 2% of Population,11,Metagenome,catA,0
Bacteria;Under 2% of Population,12,Metagenome,catA,0
Bacteria;Under 2% of Population,12.5,Metagenome,catA,0.097779216
Bacteria;Under 2% of Population,13,Metagenome,catA,0
Bacteria;Under 2% of Population,13.5,Metagenome,catA,0
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,1,Metagenome,catA,18.95923006
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,2,Metagenome,catA,16.86435524
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,3,Metagenome,catA,10.39124103
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,4,Metagenome,catA,14.34319891
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,5,Metagenome,catA,20.86083237
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,5.5,Metagenome,catA,15.83468384
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,6,Metagenome,catA,13.32329706
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,7,Metagenome,catA,6.881054907
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,9,Metagenome,catA,14.99452787
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,9.5,Metagenome,catA,25.03003258
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,10,Metagenome,catA,16.67158124
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,11,Metagenome,catA,10.08258968
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,12,Metagenome,catA,11.11480897
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,12.5,Metagenome,catA,10.95579291
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,13,Metagenome,catA,12.99889514
Bacteria;Cyanobacteria;unclassified Cyanobacteria;Oscillatoriales;Oscillatoriaceae,13.5,Metagenome,catA,14.98237832
Bacteria;Under 2% of Population,1,Metagenome,catA,0
Bacteria;Under 2% of Population,2,Metagenome,catA,0
Bacteria;Under 2% of Population,3,Metagenome,catA,0
Bacteria;Under 2% of Population,4,Metagenome,catA,0
Bacteria;Under 2% of Population,5,Metagenome,catA,0.254664949
Bacteria;Under 2% of Population,5.5,Metagenome,catA,0
Bacteria;Under 2% of Population,6,Metagenome,catA,0
Bacteria;Under 2% of Population,7,Metagenome,catA,0
Bacteria;Under 2% of Population,9,Metagenome,catA,0
Bacteria;Under 2% of Population,9.5,Metagenome,catA,0
Bacteria;Under 2% of Population,10,Metagenome,catA,0
Bacteria;Under 2% of Population,11,Metagenome,catA,0
Bacteria;Under 2% of Population,12,Metagenome,catA,0
Bacteria;Under 2% of Population,12.5,Metagenome,catA,0.891403426
Bacteria;Under 2% of Population,13,Metagenome,catA,1.508010864
Bacteria;Under 2% of Population,13.5,Metagenome,catA,0.535718909
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1,Metagenome,catA,7.662031262
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,2,Metagenome,catA,8.978187646
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,3,Metagenome,catA,1.15829067
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,4,Metagenome,catA,1.083112259
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5,Metagenome,catA,1.829452474
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5.5,Metagenome,catA,1.831945162
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,6,Metagenome,catA,2.027828322
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,7,Metagenome,catA,1.118557152
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9,Metagenome,catA,2.994109754
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9.5,Metagenome,catA,11.97081577
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,10,Metagenome,catA,2.323926327
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,11,Metagenome,catA,0.91078991
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12,Metagenome,catA,1.340598071
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12.5,Metagenome,catA,0.650053023
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13,Metagenome,catA,4.011582073
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13.5,Metagenome,catA,10.10515269
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,1,Metagenome,catA,0.753119716
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,2,Metagenome,catA,1.091611063
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,3,Metagenome,catA,0.15070714
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,4,Metagenome,catA,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,5,Metagenome,catA,0.288732711
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,5.5,Metagenome,catA,0.362305742
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,6,Metagenome,catA,0.29632096
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,7,Metagenome,catA,0.111723183
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,9,Metagenome,catA,0.515621574
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,9.5,Metagenome,catA,0.983947115
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,10,Metagenome,catA,0.282364225
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,11,Metagenome,catA,0.258283571
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,12,Metagenome,catA,0.24864617
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,12.5,Metagenome,catA,0.210415495
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,13,Metagenome,catA,0.486275362
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,13.5,Metagenome,catA,0.788890964
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,1,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,2,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,3,Metatranscriptome,catE,0.5836829
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,5,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,5.5,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,6,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,7,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,8,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,9,Metatranscriptome,catE,0.675571333
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,10,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,11,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,12,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,12.5,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,13,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,13.5,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,1,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,2,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,3,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,5,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,5.5,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,6,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,7,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,8,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,9,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,10,Metatranscriptome,catE,0.280540874
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,11,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,12,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,12.5,Metatranscriptome,catE,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,13,Metatranscriptome,catE,0.51211175
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,13.5,Metatranscriptome,catE,0.288576726
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1,Metatranscriptome,catE,0.830061434
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,2,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,3,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5.5,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,6,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,7,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,8,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,10,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,11,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12.5,Metatranscriptome,catE,0.244817726
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13,Metatranscriptome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13.5,Metatranscriptome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,1,Metagenome,catE,0.316141681
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,2,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,3,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,4,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,5,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,5.5,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,6,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,7,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,9,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,9.5,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,10,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,11,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,12,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,12.5,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,13,Metagenome,catE,0
Bacteria;Actinobacteria;Actinobacteria;unclassified Actinobacteria;unclassified Actinobacteria,13.5,Metagenome,catE,4.643787786
Bacteria;Under 2% of Population,1,Metagenome,catE,0
Bacteria;Under 2% of Population,2,Metagenome,catE,0
Bacteria;Under 2% of Population,3,Metagenome,catE,0.153721283
Bacteria;Under 2% of Population,4,Metagenome,catE,0
Bacteria;Under 2% of Population,5,Metagenome,catE,0
Bacteria;Under 2% of Population,5.5,Metagenome,catE,0
Bacteria;Under 2% of Population,6,Metagenome,catE,0
Bacteria;Under 2% of Population,7,Metagenome,catE,0
Bacteria;Under 2% of Population,9,Metagenome,catE,0
Bacteria;Under 2% of Population,9.5,Metagenome,catE,0
Bacteria;Under 2% of Population,10,Metagenome,catE,0.176110743
Bacteria;Under 2% of Population,11,Metagenome,catE,0
Bacteria;Under 2% of Population,12,Metagenome,catE,0
Bacteria;Under 2% of Population,12.5,Metagenome,catE,0
Bacteria;Under 2% of Population,13,Metagenome,catE,0
Bacteria;Under 2% of Population,13.5,Metagenome,catE,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1,Metagenome,catE,7.880118361
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,2,Metagenome,catE,4.64384798
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,3,Metagenome,catE,0.996365316
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,4,Metagenome,catE,4.225921223
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5,Metagenome,catE,5.940352602
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5.5,Metagenome,catE,2.467375738
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,6,Metagenome,catE,2.989106578
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,7,Metagenome,catE,2.080255972
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9,Metagenome,catE,3.15429775
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9.5,Metagenome,catE,13.20565282
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,10,Metagenome,catE,3.754900138
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,11,Metagenome,catE,3.464905835
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12,Metagenome,catE,4.339223682
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12.5,Metagenome,catE,2.970130127
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13,Metagenome,catE,6.257769917
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13.5,Metagenome,catE,11.26158551
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,1,Metagenome,catE,2.166402465
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,2,Metagenome,catE,0
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,3,Metagenome,catE,0.582522756
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,4,Metagenome,catE,0.567479558
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,5,Metagenome,catE,0
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,5.5,Metagenome,catE,0.757904444
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,6,Metagenome,catE,1.239885765
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,7,Metagenome,catE,0.645304136
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,9,Metagenome,catE,0
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,9.5,Metagenome,catE,2.110682341
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,10,Metagenome,catE,1.248347099
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,11,Metagenome,catE,0
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,12,Metagenome,catE,1.30679453
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,12.5,Metagenome,catE,1.205463345
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,13,Metagenome,catE,1.323480102
Bacteria;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia,13.5,Metagenome,catE,3.803714249
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1,Metatranscriptome,genA,3.19828885
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,2,Metatranscriptome,genA,0.556522682
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,3,Metatranscriptome,genA,1.6030026
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5,Metatranscriptome,genA,1.780979137
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,5.5,Metatranscriptome,genA,1.002190218
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,6,Metatranscriptome,genA,1.092483398
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,7,Metatranscriptome,genA,1.077881833
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,8,Metatranscriptome,genA,1.523630511
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,9,Metatranscriptome,genA,0.957934506
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,10,Metatranscriptome,genA,1.419861876
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,11,Metatranscriptome,genA,1.044826411
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12,Metatranscriptome,genA,1.803692139
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,12.5,Metatranscriptome,genA,3.302161506
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13,Metatranscriptome,genA,1.273961886
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,13.5,Metatranscriptome,genA,2.755665139
