baseMean,padj,group_1,tide
181.5431679,0.062101157,Cellular Processes,low
172.1245456,0.021412375,Metabolism,low
48777.63232,2.73E-06,Environmental Information Processing,low
37.25459613,0.327065294,Cellular Processes,low
12.13069954,0.52309572,Metabolism,low
149.2223192,0.151002065,Genetic Information Processing,low
37.20692003,0.045629615,Genetic Information Processing,low
89.57088528,0.353908159,Unclassified,low
171.0751704,0.000524505,Genetic Information Processing,low
1463.705605,0.026486519,Genetic Information Processing,low
76.71689551,0.339691092,Human Diseases,low
70.17743389,0.089309735,Environmental Information Processing,low
144.8835281,0.097633685,Genetic Information Processing,low
38.3226493,0.24111365,Metabolism,low
30.59482752,0.670477173,Cellular Processes,low
18.15435663,0.665475145,Human Diseases,low
74.91650771,0.031296595,Genetic Information Processing,low
89.69313681,0.034934262,Genetic Information Processing,low
225.186638,0.060949934,Environmental Information Processing,low
26.75395381,0.59962306,Genetic Information Processing,low
175.8532327,0.013472291,Cellular Processes,low
80.25791867,0.029380885,Metabolism,low
257.4312002,0.352720725,Metabolism,low
325.9440615,0.068584186,Unclassified,low
82.0106587,0.279538887,Genetic Information Processing,low
371.2069233,0.003129747,Cellular Processes,low
1179.619028,0.028458576,Genetic Information Processing,low
84.62810428,0.284821839,Human Diseases,low
181.5576826,0.064130386,Genetic Information Processing,low
34.74949256,0.259738875,Genetic Information Processing,low
57.65907549,0.202322174,Metabolism,low
27.50317591,0.494370462,Genetic Information Processing,low
31.41143429,0.475215,Genetic Information Processing,low
54.30799288,0.582575072,Human Diseases,low
180.7403774,0.049746482,Environmental Information Processing,low
47.67042066,0.55900356,Genetic Information Processing,low
19.8472876,0.367877528,Genetic Information Processing,low
1228.368779,0.020458269,Genetic Information Processing,low
13.22337439,0.525789882,Metabolism,low
66.48045043,0.366288935,Cellular Processes,low
974.4213782,0.031897116,Genetic Information Processing,low
96.8560809,0.104343906,Genetic Information Processing,low
15.02323627,0.674196694,Environmental Information Processing,low
312.2052709,0.015434609,Human Diseases,low
190.9702366,0.033238105,Genetic Information Processing,low
10.76505248,0.586260231,Genetic Information Processing,low
125.8878714,0.020142241,Genetic Information Processing,low
13.96920456,0.552944092,Genetic Information Processing,low
247.8133559,0.205804622,Genetic Information Processing,low
26.00419305,0.477264469,Environmental Information Processing,low
39.69541415,0.33794875,Genetic Information Processing,low
62.71687035,0.23392284,Genetic Information Processing,low
172.5207162,0.210663158,Genetic Information Processing,low
111.6470822,0.555298025,Genetic Information Processing,low
56.1727514,0.06837353,Genetic Information Processing,low
65.66105851,0.167894069,Environmental Information Processing,low
43.69830453,0.395166798,Genetic Information Processing,low
895.8280496,0.057306699,Genetic Information Processing,low
326.93598,0.002311895,Unclassified,low
879.2592309,0.057023177,Genetic Information Processing,low
51.66092278,0.037166466,Genetic Information Processing,low
50.56843171,0.608739196,Metabolism,low
645.4661821,0.014936335,Human Diseases,low
48.41795488,0.713291173,Genetic Information Processing,low
361.7977139,0.0035318,Genetic Information Processing,low
140.0426414,0.189045132,Genetic Information Processing,low
57.71072976,0.167605731,Metabolism,low
451.6276644,0.035148834,Metabolism,low
26.1359387,0.583195307,Unclassified,low
333.782245,0.076578045,Cellular Processes,low
928.8394409,0.061618156,Genetic Information Processing,low
758.7085658,0.11904853,Genetic Information Processing,low
221.9085148,0.01283739,Genetic Information Processing,low
70.31210138,0.125500349,Genetic Information Processing,low
61.24702691,0.433342342,Cellular Processes,low
347.3290524,0.039467038,Genetic Information Processing,low
168.7849323,0.03030749,Environmental Information Processing,low
52.48883048,0.628634392,Unclassified,low
34527.77863,0.000199096,Metabolism,low
25.67589852,0.600623892,Genetic Information Processing,low
18.67163463,0.43138464,Cellular Processes,low
390.2662408,0.000959838,Metabolism,low
42.71975563,0.288578429,Genetic Information Processing,low
337.9044819,0.012465765,Genetic Information Processing,low
3703.359873,0.000336715,Metabolism,low
281.9630617,0.331820157,Genetic Information Processing,low
53.60474734,0.646864285,Genetic Information Processing,low
716.6471733,0.029051254,Metabolism,low
46.99012849,0.019367802,Environmental Information Processing,low
22.84550164,0.81441926,Genetic Information Processing,low
1086.097606,0.034251731,Genetic Information Processing,low
2428.476153,9.68E-06,Environmental Information Processing,low
137.7585518,0.021131983,Genetic Information Processing,low
318.1543887,0.03160377,Unclassified,low
83.58111224,0.143973122,Environmental Information Processing,low
30.45946638,0.650475954,Genetic Information Processing,low
167.1356035,0.046384409,Genetic Information Processing,low
848.7420276,0.037812723,Genetic Information Processing,low
650.3242547,7.70E-05,Metabolism,low
1120.612301,0.039467038,Genetic Information Processing,low
23.53563451,0.623480086,Metabolism,low
566.5189737,0.028588269,Genetic Information Processing,low
9.326455465,0.842753806,Genetic Information Processing,low
1597.969742,4.26E-08,Environmental Information Processing,low
4743.098538,1.10E-09,Environmental Information Processing,low
154.2888601,0.078517994,Metabolism,low
43.65416934,0.255912539,Human Diseases,low
47.04998047,0.643302321,Genetic Information Processing,low
50.94586466,0.281219664,Genetic Information Processing,low
928.1038179,0.002055547,Cellular Processes,low
941.7650347,0.047792873,Genetic Information Processing,low
89.12918317,0.270150553,Genetic Information Processing,low
123.1862087,0.263002014,Environmental Information Processing,low
5400.428585,6.36E-05,Unclassified,low
168.0448617,0.097897648,Metabolism,low
23.11258083,0.488502435,Genetic Information Processing,low
291.2547472,0.00474707,Environmental Information Processing,low
93.07375879,0.092651364,Metabolism,low
2842.692935,6.61E-06,Environmental Information Processing,low
104.6161785,0.040126744,Genetic Information Processing,low
146.742551,0.016440913,Human Diseases,low
18.01123885,0.56293079,Genetic Information Processing,low
10.9723943,0.665123361,Genetic Information Processing,low
3165.905376,0.056708017,Environmental Information Processing,low
21.38414261,0.589270872,Genetic Information Processing,low
24.64451626,0.583349163,Environmental Information Processing,low
57.00636599,0.162204787,Metabolism,low
24.27577352,0.700457523,Genetic Information Processing,low
121.7253845,0.045290538,Environmental Information Processing,low
118.6068462,0.020349569,Genetic Information Processing,low
98.24993628,0.330233212,Genetic Information Processing,low
201.6086729,0.024090144,Metabolism,low
6270.62433,0.045629615,Genetic Information Processing,low
50580.21783,0.000178499,Metabolism,low
73.63869232,0.231906847,Genetic Information Processing,low
305.7349759,0.012295659,Genetic Information Processing,low
1338.227917,0.014303951,Genetic Information Processing,low
39750.89721,0.000102614,Metabolism,low
74.25310136,0.207708263,Metabolism,low
272.140208,0.001069187,Human Diseases,low
1144.528361,0.04148546,Genetic Information Processing,low
40.78521739,0.679097618,Genetic Information Processing,low
21.23563436,0.847658855,Genetic Information Processing,low
436.3466228,0.11587341,Genetic Information Processing,low
84.14942655,0.286011424,Human Diseases,low
299.4727049,2.82E-05,Genetic Information Processing,low
86.49674532,0.458487383,Genetic Information Processing,low
1818.889432,0.024018609,Cellular Processes,low
48.19009466,0.481616241,Genetic Information Processing,low
102.3832957,0.367539007,Metabolism,low
95.66268981,0.003892233,Genetic Information Processing,low
670.217281,0.099422467,Human Diseases,low
13.91538085,0.585568983,Genetic Information Processing,low
745.7422359,0.025492786,Cellular Processes,low
70.80947137,0.369349601,Genetic Information Processing,low
20.82830321,0.649520455,Cellular Processes,low
38.52502407,0.526823697,Genetic Information Processing,low
73.85309469,0.060058246,Genetic Information Processing,low
54.44047212,0.589655439,Genetic Information Processing,low
582.707893,0.050407816,Genetic Information Processing,low
31.73229044,0.515155598,Cellular Processes,low
18.63922302,0.469569389,Genetic Information Processing,low
481.9022041,0.035464275,Organismal Systems,low
177.6741131,0.242869532,Metabolism,low
33.98494725,0.53400672,Genetic Information Processing,low
10.50395457,0.719460034,Genetic Information Processing,low
12.42176667,0.724513608,Genetic Information Processing,low
35.55012826,0.488502435,Genetic Information Processing,low
11.74748398,0.638697386,Genetic Information Processing,low
425.9455913,0.23517465,Genetic Information Processing,low
93.83171215,0.665475145,Genetic Information Processing,low
154.1726291,0.181021224,Genetic Information Processing,low
1244.576235,0.046873425,Genetic Information Processing,low
40.82622574,0.505721455,Genetic Information Processing,low
37.04096437,0.707244879,Genetic Information Processing,low
41.91957325,0.494426473,Environmental Information Processing,low
48.33704728,0.10817587,Organismal Systems,low
10.63091735,0.685539178,Unclassified,low
31.67333259,0.430298036,Metabolism,low
25.74856929,0.152947791,Unclassified,low
51.46831825,0.149670286,Genetic Information Processing,low
68.84347564,0.046768196,Cellular Processes,low
129.7505645,0.344112024,Organismal Systems,low
205.2690358,0.022419044,Genetic Information Processing,low
49.10214347,0.402327472,Genetic Information Processing,low
88.35569372,0.575429579,Genetic Information Processing,low
439.4498948,0.051639961,Genetic Information Processing,low
20.81385725,0.739126163,Cellular Processes,low
117.2552768,0.104057888,Unclassified,low
81.96836764,0.221124025,Metabolism,low
32.25467583,0.195621612,Human Diseases,low
110.2929377,0.708274052,Metabolism,low
234.4395401,0.000194875,Environmental Information Processing,low
205.5345553,0.369349601,Human Diseases,low
2024.242016,0.045290538,Metabolism,low
20.59312002,0.708417573,Genetic Information Processing,low
134.0585894,0.155887724,Metabolism,low
116.7268962,0.330815564,Unclassified,low
3093.266511,3.07E-06,Metabolism,low
87.12869253,0.531056572,Genetic Information Processing,low
9.832609334,0.728035422,Genetic Information Processing,low
11.24760087,0.804666355,Unclassified,low
126.1330173,0.295538287,Genetic Information Processing,low
1486.638824,6.47E-05,Cellular Processes,low
98.75529706,0.557765817,Genetic Information Processing,low
215.1312615,0.015958059,Genetic Information Processing,low
24813.66149,0.001752108,Metabolism,low
10667.42924,0.047619308,Environmental Information Processing,low
934.9247387,0.003721801,Metabolism,low
72.47013037,0.141346067,Genetic Information Processing,low
843.8211694,0.089579564,Genetic Information Processing,low
45.66435277,0.406808405,Metabolism,low
36.9997663,0.574025063,Metabolism,low
27.57346939,0.540571171,Genetic Information Processing,low
254.5192468,0.438648945,Genetic Information Processing,low
10.28470947,0.727634963,Metabolism,low
50.1154814,0.628185312,Unclassified,low
221.5144752,0.119559126,Environmental Information Processing,low
730.6538255,5.85E-06,Metabolism,low
101.9793749,0.061737327,Environmental Information Processing,low
60.12763378,0.003410343,Genetic Information Processing,low
18.93458926,0.735593424,Genetic Information Processing,low
1312.803491,0.045752522,Genetic Information Processing,low
79.5304752,0.214062165,Genetic Information Processing,low
32.01114602,0.128164293,Genetic Information Processing,low
225.6758991,0.159267262,Genetic Information Processing,low
19.9502813,0.71619323,Genetic Information Processing,low
348.8258189,0.162383309,Human Diseases,low
372.3218418,0.079951221,Unclassified,low
80.87115987,0.04649966,Metabolism,low
111.3319332,0.022296639,Environmental Information Processing,low
27.75775932,0.354251211,Genetic Information Processing,low
95.83579713,0.656610313,Genetic Information Processing,low
359.1668276,0.068180918,Genetic Information Processing,low
33.61062921,0.650554549,Metabolism,low
102.7976577,0.084643396,Cellular Processes,low
1371.004374,0.020278292,Genetic Information Processing,low
1467.622287,0.036794328,Environmental Information Processing,low
12.15703927,0.778284462,Unclassified,low
640.4685893,4.37E-07,Metabolism,low
22.51052264,0.550418026,Human Diseases,low
12.14464146,0.779740388,Metabolism,low
1516.518529,1.83E-06,Metabolism,low
4746.920634,0.000165007,Environmental Information Processing,low
19.58497893,0.548839343,Environmental Information Processing,low
76.10180498,0.367284874,Unclassified,low
80.37821614,0.234424449,Genetic Information Processing,low
62.47199027,0.519970019,Metabolism,low
281.2118754,0.070722822,Environmental Information Processing,low
83.06010147,0.121262158,Environmental Information Processing,low
111614.8003,0.000451837,Metabolism,low
171.9156205,0.288632001,Human Diseases,low
655.2552352,0.278447471,Environmental Information Processing,low
28.42214044,0.426631374,Environmental Information Processing,low
316.0494345,0.261582275,Genetic Information Processing,low
576.7268349,0.040694597,Genetic Information Processing,low
81.34529464,0.152210939,Metabolism,low
18951.69566,2.39E-08,Metabolism,low
186.1086477,0.226433089,Genetic Information Processing,low
3272.811751,0.19883274,Unclassified,low
12307.78052,1.87E-06,Unclassified,low
39.16474289,0.744622609,Genetic Information Processing,low
154.6842309,0.006929062,Unclassified,low
28.99426136,0.722350417,Environmental Information Processing,low
31.84388617,0.327122257,Genetic Information Processing,low
612.307343,0.436751448,Metabolism,low
1468.443611,1.69E-05,Metabolism,low
8382.758786,0.285611747,Cellular Processes,low
272.0738814,0.000133711,Genetic Information Processing,low
1115.829625,0.00012461,Genetic Information Processing,low
93.64110577,0.438486101,Metabolism,low
2538.703955,1.66E-05,Metabolism,low
2873.756433,1.10E-05,Metabolism,low
1083.649556,0.074469827,Genetic Information Processing,low
30.78677946,0.512422678,Genetic Information Processing,low
66.22142806,0.282590476,Metabolism,low
864.9828996,0.119559126,Genetic Information Processing,low
35.49174238,0.498048294,Genetic Information Processing,low
69.35446138,0.488502435,Human Diseases,low
1041.746823,0.086880061,Genetic Information Processing,low
3162.037111,0.000158134,Unclassified,low
1576.42058,0.477389927,Environmental Information Processing,low
206.2697109,0.331470731,Human Diseases,low
196.5895752,0.076091404,Environmental Information Processing,low
9597.406627,0.004892531,Metabolism,low
133.4706164,0.32552746,Unclassified,low
113.1815514,0.043315738,Human Diseases,low
103.9027284,0.464896761,Metabolism,low
812.15109,0.01780433,Metabolism,low
1337.636545,0.003376185,Metabolism,low
68.82686696,0.733216414,Human Diseases,low
73.70914297,0.164724089,Organismal Systems,low
448.0902723,0.011471466,Human Diseases,low
27.57143089,0.778599381,Cellular Processes,low
62.22995392,0.457954789,Genetic Information Processing,low
116.3897044,0.393836709,Environmental Information Processing,low
110.6891668,0.0235691,Metabolism,low
133.3705361,0.472842627,Metabolism,low
48.82448141,0.520456146,Genetic Information Processing,low
46.75818893,0.72617409,Metabolism,low
226.3915212,0.277913666,Metabolism,low
87.58544364,0.201352962,Metabolism,low
26.40278471,0.6058197,Genetic Information Processing,low
272.1020186,0.028383569,Human Diseases,low
22.4631701,0.706594283,Genetic Information Processing,low
123.1826824,0.489561709,Genetic Information Processing,low
1146.432091,0.045007869,Genetic Information Processing,low
231.6197683,0.007542233,Human Diseases,low
61.04360684,0.650554549,Genetic Information Processing,low
98.44848382,0.16549481,Metabolism,low
60.02165344,0.367489268,Metabolism,low
2500.860211,0.063581156,Organismal Systems,low
22.66528418,0.711033437,Environmental Information Processing,low
147210.4596,0.067593039,Environmental Information Processing,low
16.43609494,0.691722528,Unclassified,low
213.4750816,0.051434339,Human Diseases,low
12.57014345,0.447335676,Metabolism,low
1188.271011,0.044549879,Genetic Information Processing,low
6027.670712,4.17E-06,Environmental Information Processing,low
118.7118818,0.34115016,Metabolism,low
34.09373883,0.717431874,Metabolism,low
110.9536817,0.234037561,Genetic Information Processing,low
11.75919296,0.013007119,Environmental Information Processing,high
8.952008022,0.000182387,Environmental Information Processing,high
220.2136293,1.63E-06,Environmental Information Processing,high
13.34302733,0.00010381,Environmental Information Processing,high
12.28411521,8.05E-05,Environmental Information Processing,high
19.56703687,0.001139909,Unclassified,high
23.35010398,0.006198225,Metabolism,high
23.17990634,0.010655536,Genetic Information Processing,high
12.80376421,0.017791862,Environmental Information Processing,high
111.3250911,8.63E-06,Environmental Information Processing,high
13.66015818,0.0413242,Genetic Information Processing,high
12.52248453,0.020349569,Metabolism,high
17.19763121,0.014463994,Metabolism,high
83.47155842,2.05E-06,Metabolism,high
20.36196978,0.001850344,Metabolism,high
57.42377336,0.026882347,Environmental Information Processing,high
17.33583569,0.0413242,Genetic Information Processing,high
23.22980242,0.001476384,Metabolism,high
20.3022685,0.039939766,Genetic Information Processing,high
84.94936023,0.042830574,Metabolism,high
75.20253892,0.002055547,Environmental Information Processing,high
18.36930872,0.019572378,Unclassified,high
17.48694471,0.006332366,Unclassified,high
32.23655585,0.009104481,Cellular Processes,high
16.96127843,0.000977371,Unclassified,high
22.345463,0.025870954,Environmental Information Processing,high
175.6199005,3.13E-07,Metabolism,high
50.29551327,0.000121546,Genetic Information Processing,high
72.46551573,0.009415203,Metabolism,high
11.0405142,0.034997109,Metabolism,high
42.48622667,0.003645799,Environmental Information Processing,high
55.51496932,0.001489189,Unclassified,high
25.84486546,0.006699186,Unclassified,high
35.29316943,0.028150605,Genetic Information Processing,high
22.31975419,0.012568829,Cellular Processes,high
115.9843735,0.007222978,Human Diseases,high
10.96947215,0.02603825,Genetic Information Processing,high
29.17656146,0.013913035,Unclassified,high
243.6539653,0.000462776,Metabolism,high
223.2387744,4.09E-05,Human Diseases,high
67.686491,0.028588269,Metabolism,high
102.9258025,0.004045004,Environmental Information Processing,high
13.55276756,0.008275282,Metabolism,high
30.61569435,0.001263268,Metabolism,high
23.80823524,0.025178395,Metabolism,high
55.55795621,0.003239859,Metabolism,high
12.55236283,0.037027253,Environmental Information Processing,high
136.7047244,4.60E-08,Genetic Information Processing,high
27.07112302,0.039019347,Genetic Information Processing,high
15.7013713,0.021468623,Metabolism,high
82.74481609,3.04E-05,Metabolism,high
182.2581931,0.007199142,Unclassified,high
14.79704546,0.022419044,Metabolism,high
29.3232238,5.67E-05,Genetic Information Processing,high
364.0414952,8.27E-08,Genetic Information Processing,high
147.7497991,0.000657018,Genetic Information Processing,high
33.89920642,0.004856885,Genetic Information Processing,high
42.3434512,0.007416413,Genetic Information Processing,high
99.34011739,0.048368943,Cellular Processes,high
50.13656072,0.008395535,Metabolism,high
22.08181973,0.027365355,Metabolism,high
24.78418705,0.008088111,Genetic Information Processing,high
24.02593666,0.013608329,Unclassified,high
21.44481492,0.019048637,Unclassified,high
61.16311191,0.019711325,Metabolism,high
43.90050495,0.032153508,Organismal Systems,high
349.9750334,3.53E-10,Metabolism,high
56.64892416,0.01329199,Environmental Information Processing,high
25.26215337,0.006329546,Metabolism,high
170.5201207,0.000237073,Metabolism,high
31.80259115,0.020603563,Metabolism,high
53.77365871,0.039467038,Genetic Information Processing,high
21.32198834,0.007542233,Genetic Information Processing,high
92.86474594,0.002920936,Genetic Information Processing,high
45.52531927,0.001752108,Metabolism,high
437.4722851,1.57E-08,Metabolism,high
94.07436906,0.01780433,Unclassified,high
139.7449965,0.001177432,Metabolism,high
526.5309244,4.85E-08,Genetic Information Processing,high
82.97554959,0.021301558,Genetic Information Processing,high
122.5132329,0.012989394,Genetic Information Processing,high
76.38610582,0.003238034,Metabolism,high
64.03962748,2.86E-05,Metabolism,high
19.11585315,0.032742383,Environmental Information Processing,high
240.077586,0.006547174,Metabolism,high
134.8534355,0.007362238,Genetic Information Processing,high
238.0206457,1.98E-06,Genetic Information Processing,high
201.0849558,0.000144273,Human Diseases,high
57.28864939,0.020998477,Unclassified,high
34.90048685,0.049609554,Metabolism,high
203.3425505,0.013675963,Metabolism,high
2003.087865,2.29E-13,Genetic Information Processing,high
263.0629202,1.87E-06,Metabolism,high
67.19747306,5.69E-05,Genetic Information Processing,high
38.06736438,0.006035067,Metabolism,high
27.33779041,0.020603563,Environmental Information Processing,high
450.4526585,1.16E-16,Genetic Information Processing,high
435.8107125,6.20E-13,Metabolism,high
27.8691232,0.007240406,Environmental Information Processing,high
82.18804541,0.006374514,Metabolism,high
45.80603629,0.006230762,Metabolism,high
59.28799552,0.023524242,Metabolism,high
98.61690747,0.002993684,Genetic Information Processing,high
36.00253036,0.027950476,Environmental Information Processing,high
290.802113,1.24E-08,Unclassified,high
95.55174566,4.59E-10,Genetic Information Processing,high
285.5014598,5.67E-13,Genetic Information Processing,high
50.50536426,0.028438677,Unclassified,high
117.5229993,0.007162097,Metabolism,high
108.9588843,0.000904508,Unclassified,high
47.51721926,0.040447022,Metabolism,high
73.01344069,0.002541621,Human Diseases,high
50.2277489,0.004392228,Metabolism,high
125.936559,0.028031916,Metabolism,high
59.31958722,0.016677938,Metabolism,high
153.7995345,0.023561004,Genetic Information Processing,high
1535.567633,1.12E-10,Metabolism,high
91.52315931,0.001364443,Metabolism,high
117.313133,0.000896043,Metabolism,high
126.8930439,8.60E-06,Unclassified,high
107.5716713,0.012676201,Environmental Information Processing,high
244.0694409,0.001240202,Metabolism,high
496.0956927,0.001683691,Environmental Information Processing,high
518.2953383,4.09E-05,Metabolism,high
1906.322084,7.61E-08,Metabolism,high
214.2853015,1.96E-09,Genetic Information Processing,high
141.8428903,0.001764403,Cellular Processes,high
336.7344224,2.26E-13,Genetic Information Processing,high
323.8072281,0.00077153,Genetic Information Processing,high
61.45637791,0.000651352,Genetic Information Processing,high
68.31494465,0.020603563,Environmental Information Processing,high
585.55556,0.00016641,Metabolism,high
130.1219045,0.012465137,Metabolism,high
155.9370916,1.83E-05,Genetic Information Processing,high
1412.503423,1.73E-05,Metabolism,high
154.1453022,0.010655536,Environmental Information Processing,high
118.6189213,0.000559564,Cellular Processes,high
99.95275972,0.017545412,Metabolism,high
93.4316661,0.031099547,Genetic Information Processing,high
179.0132035,1.63E-06,Metabolism,high
61.03923105,0.010655536,Environmental Information Processing,high
161.9370716,0.000768044,Environmental Information Processing,high
1009.316998,3.84E-05,Metabolism,high
37.91088513,0.003401237,Metabolism,high
2129.060843,0.001687165,Environmental Information Processing,high
82.11998995,0.004078372,Metabolism,high
7197.129794,2.80E-05,Metabolism,high
152.8114007,1.19E-05,Metabolism,high
31.15158863,0.029685602,Unclassified,high
201.9439688,4.95E-06,Environmental Information Processing,high
93531.18355,0.006230762,Genetic Information Processing,high
150.3499887,0.031296595,Unclassified,high
252.0614365,1.74E-06,Unclassified,high
618.7536348,1.15E-05,Unclassified,high
36.32743893,0.03075397,Metabolism,high
32.87757036,0.03030749,Unclassified,high
55.49054617,0.037027253,Unclassified,high
242.5794784,2.23E-06,Genetic Information Processing,high
1234.602301,8.50E-07,Unclassified,high
118.6652266,0.012614325,Environmental Information Processing,high
87.4224063,0.038716597,Environmental Information Processing,high
228.5149726,0.019711325,Unclassified,high
171.302662,0.020364735,Metabolism,high
166.6035026,0.016046785,Metabolism,high
104.6606821,0.005523969,Unclassified,high
1191.82684,0.00229318,Environmental Information Processing,high
906.851555,2.26E-13,Genetic Information Processing,high
1562.184279,0.000413128,Metabolism,high
183.2771975,0.003136611,Environmental Information Processing,high
699.3962647,4.02E-10,Genetic Information Processing,high
492.6672995,0.001139909,Metabolism,high
55.62062028,0.004915628,Unclassified,high
189.0674205,0.000949672,Unclassified,high
263.8081373,3.49E-05,Environmental Information Processing,high
96.51018987,0.002920936,Metabolism,high
122.2551232,0.005242348,Metabolism,high
141.335701,0.000380253,Environmental Information Processing,high
82.19136194,0.010151578,Unclassified,high
97.54224652,0.024272598,Genetic Information Processing,high
95.80521302,0.020300327,Metabolism,high
31.86278141,0.045304831,Metabolism,high
789.2091818,1.17E-08,Metabolism,high
1497.568742,0.000418793,Metabolism,high
149.809345,6.51E-06,Metabolism,high
505.305819,1.25E-05,Metabolism,high
143.679206,0.000391958,Unclassified,high
1052.981645,0.028971268,Metabolism,high
51.92479809,0.0040809,Metabolism,high
109.9382669,0.006705574,Metabolism,high
70.88049936,0.001203889,Metabolism,high
246.956245,1.33E-06,Genetic Information Processing,high
386.4446968,0.041179001,Unclassified,high
914.3402067,0.002055547,Environmental Information Processing,high
1165.257816,8.67E-06,Environmental Information Processing,high
92.17177383,0.003701183,Human Diseases,high
97.21320555,0.001105136,Metabolism,high
1592.189276,1.40E-05,Genetic Information Processing,high
452.3683733,2.75E-07,Metabolism,high
120.4945387,0.002298086,Metabolism,high
120.4945387,0.002298086,Metabolism,high
46.45039482,0.038956952,Cellular Processes,high
301.986768,0.000132967,Environmental Information Processing,high
301.986768,0.000132967,Cellular Processes,high
381.7232227,0.008415643,Unclassified,high
219.9564563,5.67E-05,Unclassified,high
1004.077844,1.23E-08,Metabolism,high
59.59794032,0.034997109,Genetic Information Processing,high
763.56712,1.83E-06,Genetic Information Processing,high
187.893385,0.000310476,Genetic Information Processing,high
213.7676342,5.67E-05,Environmental Information Processing,high
937.5724622,2.43E-05,Metabolism,high
82.36866226,0.046665807,Metabolism,high
3257.967351,0.00077153,Metabolism,high
793.8506225,1.01E-09,Metabolism,high
159.9602781,0.004765324,Metabolism,high
280.6443291,0.001621561,Metabolism,high
622.2836629,8.29E-05,Metabolism,high
166.3683722,0.001957791,Metabolism,high
189.9606741,2.18E-05,Unclassified,high
118.8641436,0.023524242,Metabolism,high
226.3236684,0.001895927,Genetic Information Processing,high
251.5840732,3.07E-06,Genetic Information Processing,high
2164.27716,0.009029651,Genetic Information Processing,high
2239.454428,5.45E-05,Metabolism,high
56.45340084,0.027713518,Genetic Information Processing,high
164.8096399,0.008415643,Environmental Information Processing,high
572.9622078,5.15E-10,Metabolism,high
209.0996356,0.000148866,Metabolism,high
1184.295901,0.000139399,Metabolism,high
165.835254,0.021301558,Genetic Information Processing,high
605.7975846,0.000698963,Metabolism,high
94.80112667,0.005987478,Unclassified,high
110.3667485,0.031809545,Unclassified,high
854.4218876,5.42E-07,Metabolism,high
796.7437649,8.99E-05,Environmental Information Processing,high
662.5788579,1.83E-06,Metabolism,high
230.9216927,0.010349404,Human Diseases,high
602.0399544,4.09E-05,Human Diseases,high
503.0074961,0.000979573,Metabolism,high
142.4177075,0.023635914,Metabolism,high
46.33346127,0.005513913,Genetic Information Processing,high
437.6709349,9.81E-07,Metabolism,high
8881.730038,5.75E-05,Metabolism,high
4527.421126,0.00061456,Metabolism,high
365.8139018,0.001720756,Metabolism,high
2045.460296,0.044219213,Metabolism,high
7711.273737,0.012479378,Genetic Information Processing,high
80.14999403,0.015574567,Genetic Information Processing,high
152.9278844,0.005058029,Human Diseases,high
80.60503915,0.043315738,Metabolism,high
1120.371436,7.40E-06,Genetic Information Processing,high
777.6374357,5.04E-09,Metabolism,high
681.6300194,2.72E-05,Metabolism,high
314.4634429,0.000227776,Metabolism,high
63.61326567,0.032073683,Cellular Processes,high
156.4173316,0.017417602,Metabolism,high
1435.420592,3.98E-07,Unclassified,high
1990.85808,0.000669491,Metabolism,high
159.1211277,0.000360793,Environmental Information Processing,high
265.9765048,8.96E-06,Metabolism,high
50.59376908,0.020774545,Environmental Information Processing,high
82.16899288,0.03769135,Unclassified,high
166.5041948,0.031321031,Genetic Information Processing,high
606.9181307,0.001723452,Unclassified,high
238.049012,0.006502857,Environmental Information Processing,high
1713.352385,1.09E-05,Metabolism,high
1247.460027,4.09E-05,Metabolism,high
44.20455568,0.042940137,Genetic Information Processing,high
1987.462032,0.000822357,Unclassified,high
3711.00893,0.046827772,Metabolism,high
550.7202157,0.000310251,Metabolism,high
357.4616768,0.001202382,Metabolism,high
94.45608488,0.037235566,Unclassified,high
194.1682879,0.039467038,Environmental Information Processing,high
261.4964206,0.000304393,Metabolism,high
546.053895,0.031604717,Genetic Information Processing,high
123.6685534,0.009197725,Cellular Processes,high
451.1319921,0.002264552,Metabolism,high
503.0513654,0.023241276,Genetic Information Processing,high
705.0704648,6.72E-05,Unclassified,high
220.4234207,0.013608329,Environmental Information Processing,high
303.9320619,0.013608329,Metabolism,high
333.1782737,0.000227776,Metabolism,high
189.9158248,0.000673926,Metabolism,high
423.2574822,0.031630279,Metabolism,high
765.8236144,2.28E-08,Human Diseases,high
1005.171539,0.021936087,Metabolism,high
284.8063413,0.003743969,Metabolism,high
536.3224234,0.000149262,Metabolism,high
777.2069237,0.000334965,Metabolism,high
862.2675135,1.92E-06,Metabolism,high
